X,CH1,Start,Increment,
Sequence,Volt,-3.000000e-05,5.000000e-08
0,3.36e+00,
1,3.28e+00,
2,3.36e+00,
3,3.28e+00,
4,3.36e+00,
5,3.28e+00,
6,3.28e+00,
7,3.36e+00,
8,3.36e+00,
9,3.28e+00,
10,3.36e+00,
11,3.28e+00,
12,3.36e+00,
13,3.28e+00,
14,3.36e+00,
15,3.28e+00,
16,3.36e+00,
17,3.28e+00,
18,3.28e+00,
19,3.36e+00,
20,3.28e+00,
21,3.36e+00,
22,3.36e+00,
23,3.28e+00,
24,3.36e+00,
25,3.28e+00,
26,3.36e+00,
27,3.28e+00,
28,3.28e+00,
29,3.36e+00,
30,3.36e+00,
31,3.28e+00,
32,3.36e+00,
33,3.28e+00,
34,3.36e+00,
35,3.28e+00,
36,3.36e+00,
37,3.28e+00,
38,3.36e+00,
39,3.28e+00,
40,3.36e+00,
41,3.28e+00,
42,3.36e+00,
43,3.28e+00,
44,3.36e+00,
45,3.28e+00,
46,3.36e+00,
47,-8.00e-02,
48,8.00e-02,
49,-8.00e-02,
50,0.00e+00,
51,8.00e-02,
52,0.00e+00,
53,8.00e-02,
54,8.00e-02,
55,0.00e+00,
56,8.00e-02,
57,0.00e+00,
58,0.00e+00,
59,8.00e-02,
60,8.00e-02,
61,0.00e+00,
62,0.00e+00,
63,8.00e-02,
64,0.00e+00,
65,8.00e-02,
66,8.00e-02,
67,0.00e+00,
68,8.00e-02,
69,0.00e+00,
70,0.00e+00,
71,8.00e-02,
72,0.00e+00,
73,8.00e-02,
74,0.00e+00,
75,8.00e-02,
76,0.00e+00,
77,8.00e-02,
78,0.00e+00,
79,8.00e-02,
80,8.00e-02,
81,0.00e+00,
82,0.00e+00,
83,8.00e-02,
84,0.00e+00,
85,8.00e-02,
86,0.00e+00,
87,8.00e-02,
88,8.00e-02,
89,0.00e+00,
90,8.00e-02,
91,0.00e+00,
92,8.00e-02,
93,0.00e+00,
94,8.00e-02,
95,0.00e+00,
96,8.00e-02,
97,0.00e+00,
98,8.00e-02,
99,0.00e+00,
100,8.00e-02,
101,0.00e+00,
102,0.00e+00,
103,8.00e-02,
104,0.00e+00,
105,8.00e-02,
106,0.00e+00,
107,8.00e-02,
108,8.00e-02,
109,0.00e+00,
110,8.00e-02,
111,0.00e+00,
112,8.00e-02,
113,0.00e+00,
114,8.00e-02,
115,0.00e+00,
116,8.00e-02,
117,0.00e+00,
118,0.00e+00,
