X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-6.000000e-05,1.000000e-07
0,3.28e+00,2.40e-01,
1,3.44e+00,0.00e+00,
2,3.28e+00,8.00e-02,
3,3.44e+00,2.40e-01,
4,3.44e+00,2.40e-01,
5,3.28e+00,0.00e+00,
6,3.28e+00,8.00e-02,
7,3.44e+00,2.40e-01,
8,3.44e+00,2.40e-01,
9,3.28e+00,0.00e+00,
10,3.28e+00,8.00e-02,
11,3.44e+00,2.40e-01,
12,3.28e+00,0.00e+00,
13,3.44e+00,2.40e-01,
14,3.44e+00,8.00e-02,
15,3.28e+00,2.40e-01,
16,3.28e+00,0.00e+00,
17,3.44e+00,2.40e-01,
18,3.28e+00,8.00e-02,
19,3.44e+00,2.40e-01,
20,3.28e+00,2.40e-01,
21,3.44e+00,0.00e+00,
22,3.28e+00,8.00e-02,
23,3.44e+00,2.40e-01,
24,3.44e+00,0.00e+00,
25,3.28e+00,2.40e-01,
26,3.28e+00,8.00e-02,
27,3.44e+00,2.40e-01,
28,3.28e+00,2.40e-01,
29,3.44e+00,0.00e+00,
30,3.44e+00,8.00e-02,
31,3.28e+00,2.40e-01,
32,3.44e+00,2.40e-01,
33,3.28e+00,0.00e+00,
34,3.44e+00,8.00e-02,
35,3.28e+00,2.40e-01,
36,3.44e+00,2.40e-01,
37,3.28e+00,0.00e+00,
38,3.44e+00,2.40e-01,
39,3.28e+00,8.00e-02,
40,3.44e+00,2.40e-01,
41,3.28e+00,0.00e+00,
42,3.44e+00,8.00e-02,
43,3.28e+00,2.40e-01,
44,3.28e+00,2.40e-01,
45,3.44e+00,0.00e+00,
46,3.44e+00,8.00e-02,
47,3.28e+00,2.40e-01,
48,3.28e+00,8.00e-02,
49,3.44e+00,2.40e-01,
50,3.28e+00,8.00e-02,
51,3.44e+00,2.40e-01,
52,3.44e+00,8.00e-02,
53,3.28e+00,2.40e-01,
54,3.44e+00,8.00e-02,
55,3.28e+00,2.40e-01,
56,3.28e+00,2.40e-01,
57,3.44e+00,0.00e+00,
58,3.44e+00,2.40e-01,
59,3.28e+00,8.00e-02,
60,3.44e+00,2.40e-01,
61,3.28e+00,0.00e+00,
62,3.44e+00,8.00e-02,
63,3.28e+00,2.40e-01,
64,3.44e+00,0.00e+00,
65,3.28e+00,2.40e-01,
66,3.28e+00,8.00e-02,
67,3.44e+00,2.40e-01,
68,3.28e+00,0.00e+00,
69,3.44e+00,2.40e-01,
70,3.44e+00,2.40e-01,
71,3.28e+00,0.00e+00,
72,3.44e+00,2.40e-01,
73,3.28e+00,8.00e-02,
74,3.28e+00,8.00e-02,
75,3.44e+00,2.40e-01,
76,3.44e+00,2.40e-01,
77,3.28e+00,8.00e-02,
78,3.28e+00,8.00e-02,
79,3.44e+00,2.40e-01,
80,3.28e+00,2.40e-01,
81,3.44e+00,0.00e+00,
82,3.28e+00,8.00e-02,
83,3.44e+00,2.40e-01,
84,3.28e+00,1.60e-01,
85,3.44e+00,0.00e+00,
86,3.28e+00,8.00e-02,
87,3.44e+00,1.60e-01,
88,3.44e+00,0.00e+00,
89,3.28e+00,2.40e-01,
90,3.44e+00,8.00e-02,
91,3.28e+00,1.60e-01,
92,3.44e+00,2.40e-01,
93,3.28e+00,0.00e+00,
94,3.44e+00,2.40e-01,
95,3.28e+00,8.00e-02,
96,3.28e+00,2.40e-01,
97,3.44e+00,0.00e+00,
98,3.44e+00,2.40e-01,
99,3.28e+00,8.00e-02,
100,3.44e+00,8.00e-02,
101,3.28e+00,2.40e-01,
102,3.28e+00,8.00e-02,
103,3.44e+00,2.40e-01,
104,3.28e+00,8.00e-02,
105,3.44e+00,2.40e-01,
106,3.28e+00,8.00e-02,
107,3.44e+00,2.40e-01,
108,3.28e+00,8.00e-02,
109,3.44e+00,2.40e-01,
110,3.28e+00,8.00e-02,
111,3.44e+00,2.40e-01,
112,3.44e+00,2.40e-01,
113,3.28e+00,0.00e+00,
114,3.28e+00,8.00e-02,
115,3.44e+00,2.40e-01,
116,3.28e+00,8.00e-02,
117,3.44e+00,2.40e-01,
118,3.44e+00,8.00e-02,
119,3.28e+00,2.40e-01,
120,3.44e+00,2.40e-01,
121,3.28e+00,0.00e+00,
122,3.28e+00,8.00e-02,
123,3.44e+00,2.40e-01,
124,3.44e+00,8.00e-02,
125,3.28e+00,2.40e-01,
126,3.28e+00,8.00e-02,
127,3.44e+00,2.40e-01,
128,3.28e+00,0.00e+00,
129,3.44e+00,2.40e-01,
130,3.28e+00,8.00e-02,
131,3.44e+00,2.40e-01,
