X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200000e-05,2.000000e-08
0,3.28e+00,1.60e-01,
1,3.44e+00,8.00e-02,
2,3.44e+00,1.60e-01,
3,3.28e+00,8.00e-02,
4,3.28e+00,8.00e-02,
5,3.44e+00,1.60e-01,
6,3.44e+00,8.00e-02,
7,3.28e+00,2.40e-01,
8,3.28e+00,1.60e-01,
9,3.44e+00,8.00e-02,
10,3.44e+00,8.00e-02,
11,3.28e+00,2.40e-01,
12,3.44e+00,8.00e-02,
13,3.28e+00,1.60e-01,
14,3.44e+00,8.00e-02,
15,3.28e+00,2.40e-01,
16,3.28e+00,8.00e-02,
17,3.44e+00,2.40e-01,
18,3.44e+00,1.60e-01,
19,3.28e+00,8.00e-02,
20,3.44e+00,8.00e-02,
21,3.28e+00,2.40e-01,
22,3.44e+00,8.00e-02,
23,3.28e+00,2.40e-01,
24,3.44e+00,8.00e-02,
25,3.28e+00,2.40e-01,
26,3.44e+00,8.00e-02,
27,3.28e+00,1.60e-01,
28,3.44e+00,2.40e-01,
29,3.28e+00,8.00e-02,
30,3.28e+00,2.40e-01,
31,3.44e+00,0.00e+00,
32,3.44e+00,8.00e-02,
33,3.28e+00,2.40e-01,
34,3.28e+00,8.00e-02,
35,3.44e+00,1.60e-01,
36,3.28e+00,1.60e-01,
37,3.44e+00,0.00e+00,
38,3.44e+00,8.00e-02,
39,3.28e+00,2.40e-01,
40,3.44e+00,8.00e-02,
41,3.28e+00,2.40e-01,
42,3.44e+00,8.00e-02,
43,3.28e+00,2.40e-01,
44,3.44e+00,8.00e-02,
45,3.28e+00,2.40e-01,
46,3.44e+00,8.00e-02,
47,3.28e+00,2.40e-01,
48,3.44e+00,1.60e-01,
49,3.28e+00,0.00e+00,
50,3.28e+00,8.00e-02,
51,3.44e+00,2.40e-01,
52,3.44e+00,0.00e+00,
53,3.28e+00,2.40e-01,
54,3.44e+00,1.60e-01,
55,3.28e+00,0.00e+00,
56,3.44e+00,2.40e-01,
57,3.28e+00,0.00e+00,
58,3.44e+00,0.00e+00,
59,3.28e+00,2.40e-01,
60,3.44e+00,0.00e+00,
61,3.28e+00,3.20e-01,
62,3.44e+00,1.60e-01,
63,3.28e+00,0.00e+00,
64,3.44e+00,1.60e-01,
65,3.28e+00,0.00e+00,
66,3.44e+00,8.00e-02,
67,3.28e+00,2.40e-01,
68,3.44e+00,1.60e-01,
69,3.28e+00,0.00e+00,
70,3.44e+00,0.00e+00,
71,3.28e+00,2.40e-01,
72,3.44e+00,8.00e-02,
73,3.28e+00,1.60e-01,
74,3.44e+00,8.00e-02,
75,3.28e+00,2.40e-01,
76,3.28e+00,8.00e-02,
77,3.44e+00,2.40e-01,
78,3.28e+00,1.60e-01,
79,3.44e+00,8.00e-02,
80,3.28e+00,8.00e-02,
81,3.44e+00,1.60e-01,
82,3.44e+00,8.00e-02,
83,3.28e+00,1.60e-01,
84,3.28e+00,8.00e-02,
85,3.44e+00,2.40e-01,
86,3.36e+00,2.40e-01,
87,3.44e+00,8.00e-02,
88,3.28e+00,8.00e-02,
89,3.44e+00,2.40e-01,
90,3.28e+00,8.00e-02,
91,3.44e+00,2.40e-01,
92,3.28e+00,0.00e+00,
93,3.44e+00,2.40e-01,
94,3.36e+00,0.00e+00,
95,3.28e+00,2.40e-01,
96,3.28e+00,2.40e-01,
97,3.36e+00,0.00e+00,
98,3.28e+00,2.40e-01,
99,3.44e+00,8.00e-02,
100,3.28e+00,8.00e-02,
101,3.44e+00,2.40e-01,
102,3.28e+00,8.00e-02,
103,3.36e+00,2.40e-01,
104,3.28e+00,8.00e-02,
105,3.36e+00,1.60e-01,
106,3.28e+00,1.60e-01,
107,3.36e+00,0.00e+00,
108,3.28e+00,1.60e-01,
