X,CH1,Start,Increment,
Sequence,Volt,-1.200000e-05,2.000000e-08
0,0.00e+00,
1,8.00e-02,
2,0.00e+00,
3,8.00e-02,
4,0.00e+00,
5,8.00e-02,
6,0.00e+00,
7,8.00e-02,
8,8.00e-02,
9,0.00e+00,
10,8.00e-02,
11,0.00e+00,
12,8.00e-02,
13,0.00e+00,
14,0.00e+00,
15,8.00e-02,
16,0.00e+00,
17,8.00e-02,
18,8.00e-02,
19,0.00e+00,
20,0.00e+00,
21,8.00e-02,
22,0.00e+00,
23,8.00e-02,
24,0.00e+00,
25,8.00e-02,
26,0.00e+00,
27,8.00e-02,
28,0.00e+00,
29,8.00e-02,
30,0.00e+00,
31,3.36e+00,
32,3.44e+00,
33,3.28e+00,
34,3.28e+00,
35,3.44e+00,
36,3.28e+00,
37,3.44e+00,
38,3.28e+00,
39,3.44e+00,
40,3.28e+00,
41,3.44e+00,
42,3.36e+00,
43,3.28e+00,
44,3.28e+00,
45,3.44e+00,
46,3.28e+00,
47,3.36e+00,
48,3.28e+00,
49,3.44e+00,
50,3.36e+00,
51,3.28e+00,
52,3.28e+00,
53,3.36e+00,
54,3.28e+00,
55,3.36e+00,
56,3.36e+00,
57,3.28e+00,
58,3.36e+00,
59,3.28e+00,
60,3.28e+00,
61,3.36e+00,
62,3.36e+00,
63,3.28e+00,
64,3.36e+00,
65,3.28e+00,
66,3.36e+00,
67,3.28e+00,
68,3.36e+00,
69,3.28e+00,
70,3.36e+00,
71,3.28e+00,
72,3.28e+00,
73,3.36e+00,
74,3.36e+00,
75,3.28e+00,
76,3.28e+00,
77,3.36e+00,
78,3.28e+00,
79,3.36e+00,
80,3.36e+00,
81,3.28e+00,
82,3.36e+00,
83,3.28e+00,
84,3.28e+00,
85,3.36e+00,
86,3.36e+00,
87,3.28e+00,
88,3.36e+00,
89,3.28e+00,
90,3.36e+00,
91,3.28e+00,
92,3.36e+00,
93,3.28e+00,
94,3.36e+00,
95,3.28e+00,
96,3.36e+00,
97,3.28e+00,
98,3.36e+00,
99,3.28e+00,
100,3.36e+00,
101,3.28e+00,
102,3.36e+00,
103,3.28e+00,
104,3.28e+00,
105,3.36e+00,
106,3.36e+00,
107,3.28e+00,
108,3.28e+00,
109,3.36e+00,
110,3.36e+00,
111,3.28e+00,
112,3.36e+00,
113,3.28e+00,
114,3.36e+00,
115,3.28e+00,
116,3.36e+00,
117,3.28e+00,
118,3.36e+00,
119,3.28e+00,
120,3.28e+00,
121,3.36e+00,
122,3.36e+00,
123,3.28e+00,
124,3.36e+00,
